sequence	label
DDDD DDDD DDDF DDFF DFFB FFBB FBBA BBAA BAAA AAAA AAAA AAAA AAAA AAAE AAEE AEEE EEEE EEEE EEED EEDD EDDD DDDD DDDD DDDD DDDD DDDD DDDD	1
NNNN NNNN NNNN NNNN NNNN NNNA NNAA NAAA AAAA AAAA AAAA AAAA AAAE AAED AEDD EDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD	1
IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII	0
NNNN NNNN NNNM NNMM NMMM MMMM MMMM MMMM MMMM MMMM MMMM MMMM MMMM MMML	0
OOOE OOEE OEEE EEEE EEEE EEEE EEEE EEEE EEEE EEED EEDD EDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD	1
OOOA OOAA OAAA AAAA AAAA AAAA AAAA AAAA AAAE AAEE AEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEG EEGG EGGG	1
IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII	0
OOON	0
DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDE DDEE DEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE	0
EEEE EEEE EEEE EEEE EEED EEDD EDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDC DDCB DCBA CBAA BAAA AAAA AAAA	1
OOII OIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII	0
EGEE GEEE EEEE EEEF EEFF EFFE FFEE FEED EEDD EDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDF DDFF DFFF FFFD FFDD FDDD	1
OOOI OOII	0
EEBB EBBB BBBB BBBB BBBA BBAA BAAA AAAA AAAA AAAA AAAA AAAB AABB ABBG BBGE BGEE GEEE EEEE	1
OOOI OOII OIII IIII IIII IIII IIII IIII	0
CCCA CCAA CAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAC AACC ACCC CCCC CCCC CCCC CCCC CCCC CCCC CCCC CCCC CCCC CCCC CCCC CCCC	1
NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN	0
EEEE EEEE EEED EEDD EDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD	1
EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEED EEDD EDDD DDDD DDDD DDDD	1
EEEE EEEE EEEG EEGA EGAA GAAA AAAA AAAA AAAA AAAA AAAA AAAC AACC ACCC CCCC CCCC CCCC CCCC CCCC CCCC CCCC CCCC CCCC CCCC CCCC CCCC CCCC	1
DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDE DDEE DEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE	1
DEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE	0
IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII	0
OOOA OOAA OAAA AAAB AABB ABBO BBOO BOOO	0
EEEE EEEE EEEE EEEE EEEE EEEA EEAA EAAA AAAA AAAA AAAA AAAA AAAC AACC ACCC CCCC CCCC CCCC CCCC CCCC CCCC CCCC CCCC CCCC CCCC CCCC CCCC	1
NNNN NNNN NNNN NNNG NNGO NGOO GOOO	0
EEEE EEEE EEEE EEED EEDD EDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDE DDEE DEEE EEEE EEEE EEEE EEEE EEEE EEED EEDD EDDD	1
EEEE EEEE EEEE EEEA EEAA EAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAC AACC ACCC CCCF CCFF CFFF FFFF FFFF FFFF FFFE FFEE FEEE	1
OOOA OOAA OAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAB AABB ABBG BBGF BGFF GFFF FFFF FFFG FFGG FGGG GGGG GGGG	1
IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII	0
IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIIO	0
AAAA AAAA AAAA AAAB AABC ABCA BCAA CAAB AABB ABBB BBBB BBBB BBBA BBAA BAAA	1
DDDD DDDD DDDE DDEE DEEE EEEE EEEE EEEE EEEE EEED EEDD EDDD DDDD DDDD DDDD	0
IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII	0
GGGG GGGG GGGG GGGG GGGG GGGG GGGB GGBB GBBB BBBG BBGG BGGB GGBB	1
OOOI OOII OIII IIII IIII IIII IIII IIIN IINN INNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN	0
EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEG EEGE EGEE GEEG EEGE EGEE GEEE EEEE EEED EEDD EDDD DDDD DDDD DDDD DDDD DDDD	1
OOON OONN ONNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNG NNGG NGGG GGGG GGGG	0
EEEE EEEE EEEE EEEG EEGG EGGB GGBA GBAA BAAA AAAA AAAA AAAA AAAB AABE ABEE BEEE EEED EEDD EDDD DDDD DDDD DDDD DDDD DDDD	1
DDDD DDDD DDDD DDDD DDDD DDDE DDEE DEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE	1
IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII	0
IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII	0
IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII	0
EEEE EEEE EEEE EEEE EEEG EEGA EGAA GAAA AAAA AAAA AAAA AAAA AAAE AAEE AEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE	1
EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE	1
JJJK JJKL JKLL KLLM LLMM LMMM MMMM MMMM MMMM MMMM MMMM MMMM MMMM MMMM MMMM MMMM MMMM MMMN MMNN MNNN NNNN NNNN NNNL NNLL NLLN LLNN LNNN	0
OOOA OOAA OAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAB AABA ABAB BABB ABBG BBGE BGEE GEED EEDD EDDD DDDD DDDD DDDD	1
IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII	0
EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE	0
OOOA OOAA OAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAC AACC ACCC CCCC CCCC CCCC CCCC CCCC CCCC CCCD CCDD CDDD DDDD DDDD DDDD	1
IIII IIIO IIOO IOOO	0
EEEE EEEG EEGB EGBA GBAB BABA ABAA BAAA AAAA AAAA AAAA AAAB AABB ABBB BBBC BBCC BCCC CCCF CCFG CFGG FGGA GGAB GABE ABEE BEEE EEEE EEED	1
GGGG GGGO GGOO GOOO	0
IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII	0
NNNN NNNN NNNN NNNO NNOO NOOO	0
IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII	0
OIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII	0
EEEF EEFD EFDD FDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDE DDEE DEEE EEEE EEEB EEBB EBBB BBBB BBBA BBAA	1
EEED EEDD EDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD	1
IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII	0
GGGG GGGG GGGB GGBB GBBB BBBA BBAA BAAA AAAA AAAA AAAB AABB ABBB BBBG BBGE BGEE GEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE	1
GGOO GOOO	0
GGGG GGGG GGGG GGGB GGBB GBBB BBBA BBAA BAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAB AABA ABAB BABB ABBB BBBG BBGG BGGB GGBG GBGG BGGG	1
EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEED EEDD EDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD	1
IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII	0
IIII IIII IIII IIIO IIOO IOOO	0
OOOA OOAA OAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAE AAED AEDD EDDD DDDD DDDD	1
EEEB EEBB EBBB BBBA BBAA BAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAC AACC ACCC CCCC CCCC CCCC CCCC CCCC CCCC CCCC CCCC CCCC CCCC CCCC	1
OGGG GGGE GGEE GEEG EEGB EGBB GBBA BBAA BAAA AAAA AAAA AAAA AAAA AAAA AAAB AABG ABGG BGGG GGGG GGGG GGGG GGGG GGGE GGEE GEEE EEEE EEEE	1
AGGN GGNN GNNG NNGG NGGB GGBB GBBA BBAA BAAA AAAA AAAA AAAA AAAA AAAA AAAB AABC ABCA	1
EEEE EEEE EEEG EEGO EGOO GOOO	0
EEEE EEEE EEEE EEEE EEEG EEGG EGGG GGGG GGGG GGGB GGBB GBBB BBBA BBAA BAAA AAAA AAAA AAAA AAAA AAAB AABA ABAB BABB ABBB BBBG BBGG BGGE	1
OOOG OOGB OGBB GBBB BBBA BBAA BAAA AAAA AAAA AAAA AAAA AAAA AAAC AACC ACCC CCCC CCCD CCDD CDDD DDDD	1
IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII	0
AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAB AABB ABBE BBEE BEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEED	1
OOON OONN ONNN NNNN NNNN NNNN NNNN NNNN NNNM NNMM NMMM MMMM MMMJ MMJK MJKK JKKK KKKK KKKK KKKK KKKK KKKL KKLL KLLL LLLL LLLL LLLK LLKK	0
OOON OONN ONNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN	0
OOOI OOII OIII IIII IIII IIII IIII IIII IIII IIII IIII	0
MMMM MMMM MMMM MMMM MMMM MMMM MMMM MMMM MMMM MMMM MMMM MMMM MMMM MMMM MMMM MMMM MMMM MMMM MMMM MMMM MMMM MMMM MMMM MMMM MMMM MMMM MMMM	0
NNNM NNMK NMKM MKMM KMMM MMMM MMMM MMMM MMMM MMMM MMMM MMMM MMMM MMMM MMMM MMMM MMMM MMMM MMMM MMMM MMMM MMMM MMMM MMMM MMMM MMMM MMMM	0
EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEED EEDD EDDD DDDD DDDD	1
JJKL JKLL KLLL LLLL LLLM LLMM LMMM MMMM MMMM MMMM MMMM MMMM MMMM MMMM MMMN MMNN MNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN	0
IINN INNN NNNN NNNN NNNN NNNM NNMM NMMM MMMM MMMM MMMM MMMM	0
OOEE OEEE EEEE EEEE EEEA EEAA EAAA AAAA AAAA AAAA AAAA AAAB AABB ABBB BBBG BBGE BGEE GEEE EEEE EEEE EEEE EEED EEDD EDDD DDDD DDDD DDDD	1
MEEE EEEE EEEE EEEE EEED EEDD EDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD	1
DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD	1
OOOG OOGB OGBB GBBA BBAA BAAA AAAA AAAA AAAA	1
CAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAB AABB ABBA BBAA BAAE AAEE AEEE EEEE EEEE EEEE EEEE EEEE EEEE	1
AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAC AACC ACCC CCCC CCCC CCCC CCCC CCCC CCCC CCCC CCCC CCCC CCCC CCCC CCCC CCCC CCCC CCCC	1
EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEED EEDD EDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD	1
EGGB GGBB GBBA BBAA BAAA AAAA AAAA AAAA AAAA AAAB AABB ABBB BBBC BBCF BCFF CFFD FFDD FDDD DDDD DDDD DDDD DDDD DDDF DDFG DFGA	1
DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD	1
DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDE DDEE DEEE EEEE EEEE	1
OOOA OOAA OAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAB AABB ABBB BBBB BBBG BBGG BGGG GGGG	1
OIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII	0
EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEED EEDD EDDD DDDD DDDD DDDD DDDE DDEE DEEE EEEE EEEE EEEE	1
IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII	0
NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNM NNMM NMMN MMNN MNNN NNNN	0
OOON OONN ONNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN	0
EEED EEDD EDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD	1
EEEE EEEE EEEE EEEE EEEE EEED EEDD EDDD DDDD DDDD DDDD DDDE DDEE DEEE EEEE EEEC EECC ECCC CCCA CCAA CAAA AAAA AAAA AAAA AAAA AAAA AAAA	1
AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAC AACC ACCC CCCC CCCC CCCC CCCC CCCC CCCC CCCC CCCC CCCC CCCC CCCC CCCC CCCC	1
GEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEG EEGO EGOO GOOO	1
NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNG NNGG NGGB GGBA GBAA BAAA AAAJ AAJJ AJJJ JJJC JJCC JCCF CCFD CFDD FDDD DDDD DDDD DDDD	1
IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII	0
DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDC DDCC DCCC CCCC CCCC CCCC CCCC CCCA CCAA CAAA AAAA AAAA AAAA AAAA AAAA	1
OOOG OOGE OGEE GEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEED EEDD EDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD	1
EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEF EEFF EFFF FFFD FFDD FDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD	1
OOOI	0
KLMN LMNN MNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN	0
EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEG EEGE EGEE GEEE EEEE EEEE EEEE EEEE EEED EEDD EDDD DDDD DDDD DDDD DDDD DDDD	1
EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE	0
HHHH HHHH HHHH HHHI HHII HIII IIII IIII IIII IIII IIII IIII IIII IIII	0
LLLN LLNN LNNN NNNN NNNN NNNM NNMM NMMN MMNN MNNN NNNN NNNN NNNN NNNN	0
IOOO	0
EEEE EEEE EEEE EEED EEDD EDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD	1
EEEE EEEE EEEE EEED EEDD EDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDF DDFG DFGG	1
EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEG EEGG EGGG GGGG GGGG GGGG	0
LLLL LLLL LLLM LLMM LMMM MMMM MMML MMLK MLKK LKKL KKLK KLKL LKLL KLLL LLLL LLLL LLLL LLLL LLLL LLLL LLLL LLLL LLLL LLLL LLLM LLMM LMMM	0
EBBA BBAA BAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAB AABA ABAB BABB ABBB BBBG BBGG BGGG GGGG GGGG GGGG GGGG GGGG GGGG GGGG GGGG	1
MLLK LLKK LKKK KKKK KKKL KKLL KLLL LLLL LLLL LLLL LLLL LLLL LLLL LLLL LLLM LLML LMLL MLLM LLMM LMMM MMMM MMMM MMML MMLM	0
OOOE OOEE OEEE EEEE EEEE EEEE EEEE EEEE EEED EEDD EDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD	1
GGBB GBBB BBBA BBAA BAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAB AABC ABCC BCCC CCCA CCAA CAAA	1
OOOE OOEG	0
IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII	0
NOOO	0
OOOI OOII OIII IIII IIII IIII IIII IIII IIII IIIO IIOO IOOO	0
IIII IIIO IIOO IOOO	0
AAAA AAAA AAAA AAAA AAAA AAAB AABB ABBF BBFF BFFF FFFF FFFF FFFF FFFF FFFF FFFD FFDD FDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD	1
DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD	1
AAAB AABA ABAB BABB ABBB BBBB BBBG BBGG BGGG GGGE GGEE GEEE EEEF EEFD EFDD FDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD	1
IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII	0
OOAA OAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAK AAKJ AKJJ KJJA JJAA JAAA AAAA AAAI AAII AIII IIII IIII IIIO IIOO IOOO	1
IOOO OOOA OOAA OAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAB AABE ABEE BEEE EEEE EEEG	1
OOOG OOGG OGGO GGOO GOOO	0
AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAO AAOO AOOO	0
GGEE GEEE EEEE EEEE EEEA EEAB EABB ABBA BBAA BAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAB AABC ABCC BCCD CCDD CDDD DDDD DDDD DDDD DDDD DDDD	1
DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD	1
GGGG GGGG GGGG GGGG GGGG GGGE GGEE GEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE	0
IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII	0
NMLL MLLL LLLL LLLL LLLL LLLL LLLK LLKK LKKJ KKJJ KJJJ JJJK JJKK JKKL KKLM KLMM	0
OOOA OOAA OAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAG AAGG AGGG GGGG GGGE GGEE GEEE EEEE EEEE	1
OOOA OOAA OAAA AAAA AAAA AAAA AAAA AAAB AABG ABGG BGGG GGGE GGEE GEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE	1
OOOG OOGB OGBB GBBB BBBA BBAA BAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAB AABB	1
DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDE DDEE DEEE EEEE EEEE EEEE EEEE EEEE EEEE	1
DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD	1
IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIIO IIOO IOOO	0
OOOG OOGG OGGG GGGG GGGO GGOO GOOO	0
MMMM MMMM MMMM MMMM MMMM MMMM MMMM MMMM MMMM MMMN MMNN MNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN	0
MMMN MMNN MNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNO NNOO	0
FFFF FFFF FFFF FFFF FFFF FFFF FFFF FFFF FFFF FFFF FFFF FFFF FFFF FFFG FFGB FGBB GBBK BBKK BKKK KKKJ KKJJ KJJJ JJJJ JJJJ	1
EEEE EEEE EEEE EEEE EEED EEDD EDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD	1
EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEA EEAA EAAA AAAA AAAA AAAA AAAE AAEE AEEE EEEE EEEE EEEE EEED EEDD EDDD DDDD DDDD DDDD DDDD DDDD	1
EEEE EEEE EEEE EEEG EEGG EGGA GGAA GAAA AAAA AAAA AAAA AAAA AAAA AAAE AAEE AEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE	1
EEGA EGAA GAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAC AACC ACCC CCCF CCFF CFFF FFFF FFFD FFDD	1
NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN	0
OOOG OOGA OGAA GAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAB AABB ABBA BBAE BAEE AEEE EEEE EEEG EEGG	1
EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE	0
EEEE EEEE EEEE EEED EEDD EDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDF DDFC DFCC FCCC CCCC CCCC CCCA CCAA CAAA	1
OOOG OOGG OGGB GGBB GBBA BBAA BAAA AAAA AAAA AAAA AAAB AABE ABED	1
